year,region,site_unique_code,transect_unique_code,epifauna_per_g_transect_all,epifauna_per_g_transect_large,ampithoid_per_g_transect_all,ampithoid_per_g_transect_large,lacuna_per_g_transect_all,lacuna_per_g_transect_large,idoteid_per_g_transect_all,idoteid_per_g_transect_large,epifauna_log_per_g_transect_all,epifauna_log_per_g_transect_large,ampithoid_log_per_g_transect_all,ampithoid_log_per_g_transect_large,lacuna_log_per_g_transect_all,lacuna_log_per_g_transect_large,idoteid_log_per_g_transect_all,idoteid_log_per_g_transect_large,richness_site_all,richness_site_large
2019,AK,AK.B.2019,AK.B.U3.2019,0.8884791902760014,0.3094031382878404,0,0,0.11136754327158419,0.07919665149446413,0.01608544588856003,0.01608544588856003,-0.1697890802777659,-0.4959833856528224,-2,-2,-1.0467763661294869,-1.129538998912035,-1.6874936074865534,-1.6874936074865534,26,25
2019,AK,AK.C.2019,AK.C.L4.2019,0.6675239262499484,0.2720126208465367,0,0,0.09175694222187947,0,0.034789869190091846,0.034789869190091846,-0.17365282267899565,-0.7388657336062869,-2,-2,-1.003003257107072,-2,-1.5495987464690886,-1.5495987464690886,28,23
2019,AK,AK.C.2019,AK.C.L5.2019,2.4685819050339326,0.6591465107940567,0,0,0.09819324430479184,0.09819324430479184,0.2244165368212666,0.12622329251647477,0.21678551404995955,-0.23199472434125618,-2,-2,-1.3426593689157573,-1.3426593689157573,-0.7875002357460477,-0.9326897672829797,28,23
2019,AK,AK.C.2019,AK.C.L6.2019,0.2178570205362847,0.11595137672131386,0,0,0.024604726000761568,0,0.03516371909518008,0.03516371909518008,-0.6802036566256371,-0.9414097605603244,-2,-2,-1.4630804155250636,-2,-1.350601315604997,-1.350601315604997,28,23
2019,AK,AK.C.2019,AK.C.U1.2019,3.1270537612048606,1.3678530510877014,0,0,0.3094961633695858,0.16718792372251023,0.09603380389897245,0.09603380389897245,0.41185162590788926,0.07531633893432518,-2,-2,-0.5270483422065823,-0.7558899506514201,-1.3472516499769005,-1.3472516499769005,28,23
2019,AK,AK.C.2019,AK.C.U2.2019,2.819574645533595,2.0567113502943757,0.045791739170253684,0,0.3936095423051763,0.23187853542328177,0,0,0.31328063155370217,0.1756135002507433,-1.4965884602436423,-2,-0.4964316053841164,-0.6966643650029294,-2,-2,28,23
2019,AK,AK.C.2019,AK.C.U3.2019,1.0808848263211266,0.6840909210755113,0,0,0.09576567194329863,0.056086281418737095,0,0,-0.324068512927833,-0.4288415949115602,-2,-2,-1.0706280586844528,-1.2086395864318151,-2,-2,28,23
2019,AK,AK.D.2019,AK.D.L4.2019,3.996665543627828,0.7249563708741815,0.0063773069908039225,0.0063773069908039225,2.2630947263114805,0.26120541557738103,0.029462023451770666,0.029462023451770666,0.520579699997554,-0.13779455128496562,-1.821465263820381,-1.821465263820381,-0.057218661820003625,-0.7660197895911309,-1.5808146153488138,-1.5808146153488138,25,22
2019,AK,AK.D.2019,AK.D.L5.2019,2.7328863488392336,0.9195075819142512,0,0,0.8987388285891187,0.1334559686809142,0.09427101570285776,0.09427101570285776,0.4380730917568222,-0.05439863743331288,-2,-2,-0.05217054854759773,-0.87792157304261,-1.3510737694498205,-1.3510737694498205,25,22
2019,AK,AK.D.2019,AK.D.L6.2019,4.908898125906397,1.531549038745985,0.15517107611141284,0.07758553805570642,1.8209476971115437,0.4484457246527756,0.2071553586449249,0.2071553586449249,0.6871743091779874,0.15683988572576574,-1.2471929554678216,-1.391033000859498,0.25041316475623826,-0.4936332568818846,-0.6662687346757646,-0.6662687346757646,25,22
2019,AK,AK.D.2019,AK.D.U1.2019,8.655383205768203,5.815223040929846,0.0858074480864939,0.0858074480864939,3.7742003793139203,2.821804072378429,0.1716148961729878,0.1716148961729878,0.9328578905240117,0.753265886293248,-1.3704242666177817,-1.3704242666177817,0.5779740981932018,0.435722888563133,-1.225971336995416,-1.225971336995416,25,22
2019,AK,AK.D.2019,AK.D.U2.2019,6.817422383384446,2.571399496047385,0.5257955286348245,0.10515910572696491,4.215771960734438,1.6824278002573048,0.21812262042155878,0.21812262042155878,0.7441921898950676,0.334304328304545,-0.9870213742894078,-1.3284748013405114,0.12925745402140576,-0.17707346927429518,-0.9397928870660563,-0.9397928870660563,25,22
2019,AK,AK.D.2019,AK.D.U3.2019,5.36451909274852,2.124678160128697,0,0,3.1917685222651926,1.143670464924012,0.1706748381117651,0.1706748381117651,0.6856335981631823,0.16251121385407163,-2,-2,0.25551763858975746,-0.25026454381562235,-0.9273533666413737,-0.9273533666413737,25,22
2019,AK,AK.E.2019,AK.E.L4.2019,6.734579603237484,1.5489078131658025,0,0,1.3262243806907268,0.36232565938776967,0.08764727969123892,0.06395284314494,0.7276948405299499,0.1703464310508621,-2,-2,0.11200935345939338,-0.43562583117526577,-1.0914609462100133,-1.172486115984941,31,22
2019,AK,AK.E.2019,AK.E.L5.2019,4.905885849017266,1.694479152503962,0,0,0.7678844447703861,0.1800510234607508,0.1800510234607508,0.1800510234607508,0.6281703523433392,0.1923320809704027,-2,-2,-0.11272977551895441,-0.729524760216095,-0.729524760216095,-0.729524760216095,31,22
2019,AK,AK.E.2019,AK.E.L6.2019,7.013821744615413,3.20275882390858,0.02440214738897023,0,1.613580485648775,0.712450620182878,0.401760637955008,0.401760637955008,0.6875003167574242,0.38887059245478783,-1.6152954770108559,-2,0.0992427218321454,-0.2305561837081756,-0.6735451099404038,-0.6735451099404038,31,22
2019,AK,AK.E.2019,AK.E.U1.2019,15.478301370021864,4.633087459531016,0,0,3.72660767760092,1.0164664668592902,0.043733053441791306,0.043733053441791306,1.1554002195949045,0.6299649794246128,-2,-2,0.5709245571804313,0.0022348155775036987,-1.505573190368438,-1.505573190368438,31,22
2019,AK,AK.E.2019,AK.E.U2.2019,32.38931968193268,10.345591094221742,0,0,5.078759876246389,1.9813515927041658,0.12321340561853131,0.12321340561853131,1.4016450529365807,0.9592904891407741,-2,-2,0.7056252985784559,0.23668314975669175,-1.2955182841094528,-1.2955182841094528,31,22
2019,AK,AK.E.2019,AK.E.U3.2019,18.21679550126338,5.273389669673677,0,0,7.162218565118723,2.7349690890022034,0.1528584530724549,0.07642922653622745,1.2539833050700337,0.7228669266036281,-2,-2,0.8546758729489674,0.4355248719135839,-1.250351080848541,-1.3940948473569015,31,22
2019,AK,AK.F.2019,AK.F.L4.2019,10.410590928225975,1.4838899123532494,0,0,8.22818284555787,1.0129616559675547,0.012905557132901428,0.012905557132901428,0.9023486729881516,0.16703798639871237,-2,-2,0.7797683246948214,-0.027490694664933812,-1.7229910828344441,-1.7229910828344441,31,25
2019,AK,AK.F.2019,AK.F.L5.2019,3.0392967757699236,0.45600120228405183,0,0,1.6374749320930992,0.1926743120263164,0,0,0.45218561435717525,-0.35837242757246923,-2,-2,0.20837154711708109,-0.6932031218483139,-2,-2,31,25
2019,AK,AK.F.2019,AK.F.L6.2019,7.676465081445422,2.4808088372963866,0,0,3.9786556824564685,1.217000561692567,0.046807713911252574,0.046807713911252574,0.8857266585819643,0.39634039791263803,-2,-2,0.6008265478006275,0.08884476153705032,-1.2455926874998056,-1.2455926874998056,31,25
2019,AK,AK.F.2019,AK.F.U1.2019,13.642474275838467,6.759525996664628,0.03391440005426304,0.03391440005426304,8.799391037546625,5.241162665618784,0,0,1.1098158179406936,0.7397536385117216,-1.554429832522389,-1.554429832522389,0.9065740752042915,0.6047164841682486,-2,-2,31,25
2019,AK,AK.F.2019,AK.F.U2.2019,15.04520959733081,4.929875302004277,0,0,6.334404689507807,1.2311329615383404,0,0,1.1757913652849707,0.6476899706915358,-2,-2,0.7618587831506712,0.05957192093486782,-2,-2,31,25
2019,AK,AK.F.2019,AK.F.U3.2019,3.6545176434501254,0.7268138836712127,0.020448225094061835,0.020448225094061835,1.7951578219872342,0.4656480673059155,0,0,0.5111886568621249,-0.1834341986096521,-1.6466562534040243,-1.6466562534040243,0.24906775442016002,-0.40754459437181334,-2,-2,31,25
2019,BB,BB.A.2019,BB.A.L4.2019,0.6225441844671183,0.6225441844671183,0.008084989408663874,0.008084989408663874,0.012127484112995811,0.012127484112995811,0.40020697572886177,0.40020697572886177,-0.19890913276077307,-0.19890913276077307,-1.7426817412435383,-1.7426817412435383,-1.6550679623925255,-1.6550679623925255,-0.3869969585586016,-0.3869969585586016,25,25
2019,BB,BB.A.2019,BB.A.L5.2019,0.3789714488031244,0.3789714488031244,0.004493126150928765,0.004493126150928765,0.004493126150928765,0.004493126150928765,0.21881735981943387,0.21881735981943387,-0.4282360511178583,-0.4282360511178583,-1.8530341949004359,-1.8530341949004359,-1.8530341949004359,-1.8530341949004359,-0.6543473674300574,-0.6543473674300574,25,25
2019,BB,BB.A.2019,BB.A.L6.2019,0.3288492019221223,0.3288492019221223,0.054264532067413045,0.054264532067413045,0.01437240766621861,0.01437240766621861,0.07468541807908657,0.07468541807908657,-0.4727409331415884,-0.4727409331415884,-1.3999293380019795,-1.3999293380019795,-1.6416557792603739,-1.6416557792603739,-1.1720511173375547,-1.1720511173375547,25,25
2019,BB,BB.A.2019,BB.A.U1.2019,0.50444907602343,0.50444907602343,0.045358056497995174,0.045358056497995174,0,0,0.35107386846716077,0.35107386846716077,-0.2888321433090807,-0.2888321433090807,-1.498450521796439,-1.498450521796439,-2,-2,-0.4742486828112189,-0.4742486828112189,25,25
2019,BB,BB.A.2019,BB.A.U2.2019,0.6661176681159583,0.6661176681159583,0.2519419853754743,0.2519419853754743,0.029609144601623016,0.029609144601623016,0.1995534270889969,0.1995534270889969,-0.22232280831753187,-0.22232280831753187,-0.7519834366723368,-0.7519834366723368,-1.435301197078707,-1.435301197078707,-0.6813267959306506,-0.6813267959306506,25,25
2019,BB,BB.A.2019,BB.A.U3.2019,0.9768141187826971,0.9768141187826971,0.025206694898164954,0.025206694898164954,0.05041338979632991,0.05041338979632991,0.6604591595149658,0.6604591595149658,-0.03217328036246835,-0.03217328036246835,-1.6094333976580417,-1.6094333976580417,-1.4776776431608647,-1.4776776431608647,-0.18419990686261695,-0.18419990686261695,25,25
2019,BB,BB.B.2019,BB.B.L4.2019,0.6819561615740717,0.6819561615740717,0.0055499439455661504,0.0055499439455661504,0.011840597292822795,0.011840597292822795,0.018131250640079442,0.018131250640079442,-0.19005063916940831,-0.19005063916940831,-1.8378599261045176,-1.8378599261045176,-1.6609853914597976,-1.6609853914597976,-1.564819353281143,-1.564819353281143,21,21
2019,BB,BB.B.2019,BB.B.L5.2019,2.0025875513530846,2.0025875513530846,0,0,0,0,0.010911550967854572,0.010911550967854572,0.3035595604636111,0.3035595604636111,-2,-2,-2,-2,-1.7486287450300877,-1.7486287450300877,21,21
2019,BB,BB.B.2019,BB.B.L6.2019,1.129590179369674,1.129590179369674,0,0,0.003684354022209286,0.003684354022209286,0.014808566984142228,0.014808566984142228,0.05401570393121725,0.05401570393121725,-2,-2,-1.880116242476146,-1.880116242476146,-1.6258619818938014,-1.6258619818938014,21,21
2019,BB,BB.B.2019,BB.B.U1.2019,1.0190468421642487,1.0190468421642487,0.0061875827589194,0.0061875827589194,0,0,0.0247503310356776,0.0247503310356776,-0.028989222170339918,-0.028989222170339918,-1.8251168716771276,-1.8251168716771276,-2,-2,-1.6127391008976035,-1.6127391008976035,21,21
2019,BB,BB.B.2019,BB.B.U2.2019,0.3773932237351122,0.3773932237351122,0.005526877203842285,0.005526877203842285,0.01105375440768457,0.01105375440768457,0.03276394867391782,0.03276394867391782,-0.423049790006538,-0.423049790006538,-1.8383352237110544,-1.8383352237110544,-1.7466966947675038,-1.7466966947675038,-1.4336424348422203,-1.4336424348422203,21,21
2019,BB,BB.B.2019,BB.B.U3.2019,1.2958100024087134,1.2958100024087134,0,0,0.011164153243633082,0.011164153243633082,0.015493794835902075,0.015493794835902075,-0.037618610509754735,-0.037618610509754735,-2,-2,-1.7452085226168803,-1.7452085226168803,-1.6097610446849313,-1.6097610446849313,21,21
2019,BB,BB.C.2019,BB.C.L4.2019,4.049360940421485,4.049360940421485,0.6878563803008502,0.6878563803008502,0,0,0,0,0.6066040966921138,0.6066040966921138,-0.15673145484851456,-0.15673145484851456,-2,-2,-2,-2,27,27
2019,BB,BB.C.2019,BB.C.L5.2019,10.572712828453184,10.572712828453184,0.703594212448835,0.703594212448835,0,0,0,0,1.000752806038985,1.000752806038985,-0.23449584275262417,-0.23449584275262417,-2,-2,-2,-2,27,27
2019,BB,BB.C.2019,BB.C.L6.2019,6.438836088541055,6.438836088541055,0.5304756259290369,0.5304756259290369,0,0,0.011738742545898483,0.011738742545898483,0.808719483601123,0.808719483601123,-0.2858193940231295,-0.2858193940231295,-2,-2,-1.7376235873432533,-1.7376235873432533,27,27
2019,BB,BB.C.2019,BB.C.U1.2019,3.390466352933657,3.390466352933657,1.1389757258020279,1.1389757258020279,0,0,0,0,0.5301729297426712,0.5301729297426712,0.06030007416916186,0.06030007416916186,-2,-2,-2,-2,27,27
2019,BB,BB.C.2019,BB.C.U2.2019,6.340180665119696,6.340180665119696,1.7082583816021026,1.7082583816021026,0,0,0,0,0.796763569267753,0.796763569267753,0.23262986000826735,0.23262986000826735,-2,-2,-2,-2,27,27
2019,BB,BB.C.2019,BB.C.U3.2019,6.470484647709677,6.470484647709677,1.6499924195221511,1.6499924195221511,0,0,0,0,0.804075506062248,0.804075506062248,0.19576212274326985,0.19576212274326985,-2,-2,-2,-2,27,27
2019,BB,BB.D.2019,BB.D.L4.2019,1.376225702898956,1.376225702898956,0.003513876297498823,0.003513876297498823,0.010541628892496468,0.010541628892496468,0.28699386731915133,0.28699386731915133,0.07758193634254923,0.07758193634254923,-1.8844213342688239,-1.8844213342688239,-1.753736734898566,-1.753736734898566,-0.6104121059199791,-0.6104121059199791,26,26
2019,BB,BB.D.2019,BB.D.L5.2019,0.9334775582491333,0.9334775582491333,0,0,0.0046072333563694995,0.0046072333563694995,0.04274492459391001,0.04274492459391001,-0.0378628905690818,-0.0378628905690818,-2,-2,-1.8581858323218747,-1.8581858323218747,-1.2805414540901998,-1.2805414540901998,26,26
2019,BB,BB.D.2019,BB.D.L6.2019,1.2627342348985306,1.2627342348985306,0,0,0,0,0.08210009655373547,0.08210009655373547,0.09261809859234604,0.09261809859234604,-2,-2,-2,-2,-1.0385969585958752,-1.0385969585958752,26,26
2019,BB,BB.D.2019,BB.D.U1.2019,3.443149141713035,3.443149141713035,0,0,0.02755073927817063,0.02755073927817063,0.5042147476025424,0.5042147476025424,0.5042529699425169,0.5042529699425169,-2,-2,-1.593204573906624,-1.593204573906624,-0.4340210119521979,-0.4340210119521979,26,26
2019,BB,BB.D.2019,BB.D.U2.2019,2.396843220993058,2.396843220993058,0.04862667449230186,0.04862667449230186,0.05258799534018667,0.05258799534018667,0.3297746151552564,0.3297746151552564,0.37155660636150145,0.37155660636150145,-1.2466997334436778,-1.2466997334436778,-1.2663017505590848,-1.2663017505590848,-0.48637235406932683,-0.48637235406932683,26,26
2019,BB,BB.D.2019,BB.D.U3.2019,1.5601047723064063,1.5601047723064063,0,0,0.033502444829512625,0.033502444829512625,0.12794266664892068,0.12794266664892068,0.18801474348075062,0.18801474348075062,-2,-2,-1.3614943116335039,-1.3614943116335039,-0.9065394061553786,-0.9065394061553786,26,26
2019,BB,BB.E.2019,BB.E.L4.2019,1.379507877588695,1.379507877588695,1.0488913542408267,1.0488913542408267,0,0,0,0,0.08227098762715634,0.08227098762715634,-0.05002584827169748,-0.05002584827169748,-2,-2,-2,-2,13,13
2019,BB,BB.E.2019,BB.E.L5.2019,1.1318632205842238,1.1318632205842238,0.47391035587476427,0.47391035587476427,0,0,0,0,-0.05106286432527524,-0.05106286432527524,-0.5185797060824019,-0.5185797060824019,-2,-2,-2,-2,13,13
2019,BB,BB.E.2019,BB.E.L6.2019,0.7300612462402192,0.7300612462402192,0.22728652857589282,0.22728652857589282,0,0,0,0,-0.19324523822860873,-0.19324523822860873,-0.6438660606817963,-0.6438660606817963,-2,-2,-2,-2,13,13
2019,BB,BB.E.2019,BB.E.U1.2019,1.917092772427628,1.917092772427628,1.338605218724326,1.338605218724326,0,0,0,0,0.1550686684906719,0.1550686684906719,-0.05329166740360747,-0.05329166740360747,-2,-2,-2,-2,13,13
2019,BB,BB.E.2019,BB.E.U2.2019,1.6014221934924455,1.6014221934924455,0.7911672038437332,0.7911672038437332,0,0,0,0,0.1822113714193586,0.1822113714193586,-0.1563019541024121,-0.1563019541024121,-2,-2,-2,-2,13,13
2019,BB,BB.E.2019,BB.E.U3.2019,3.1097700766294567,3.1097700766294567,1.762660889368721,1.762660889368721,0,0,0,0,0.2789425510359891,0.2789425510359891,-0.05902091786184255,-0.05902091786184255,-2,-2,-2,-2,13,13
2019,BB,BB.F.2019,BB.F.L4.2019,1.6975211322097534,1.6975211322097534,0,0,0,0,0.02540017996560522,0.02540017996560522,0.2007507676785169,0.2007507676785169,-2,-2,-2,-2,-1.4780130821795496,-1.4780130821795496,24,24
2019,BB,BB.F.2019,BB.F.L5.2019,1.315529213348158,1.315529213348158,0.03875666629530273,0.03875666629530273,0.018249174224866327,0.018249174224866327,0.07293581974603006,0.07293581974603006,0.12175819988022038,0.12175819988022038,-1.31243235816693,-1.31243235816693,-1.6662812361561576,-1.6662812361561576,-1.1278276525354378,-1.1278276525354378,24,24
2019,BB,BB.F.2019,BB.F.L6.2019,2.0844193402063675,2.0844193402063675,0.058517113138850455,0.058517113138850455,0,0,0.04646078597835662,0.04646078597835662,0.20950506160710358,0.20950506160710358,-1.1691564188688233,-1.1691564188688233,-2,-2,-1.2852545618483746,-1.2852545618483746,24,24
2019,BB,BB.F.2019,BB.F.U1.2019,3.9119501695432515,3.9119501695432515,0.28645483116589276,0.28645483116589276,0.020182449342052152,0.020182449342052152,0.14694645271263154,0.14694645271263154,0.3975082892523326,0.3975082892523326,-0.570546039641276,-0.570546039641276,-1.6489360176775532,-1.6489360176775532,-1.2586397193424324,-1.2586397193424324,24,24
2019,BB,BB.F.2019,BB.F.U2.2019,3.5102404059229295,3.5102404059229295,2.0090351091514482,2.0090351091514482,0,0,0.08585164835164835,0.08585164835164835,0.4933786119278677,0.4933786119278677,0.19946218613988048,0.19946218613988048,-2,-2,-1.3703185965356859,-1.3703185965356859,24,24
2019,BB,BB.F.2019,BB.F.U3.2019,1.3882315943440668,1.3882315943440668,0.4023121033308487,0.4023121033308487,0,0,0.035243532811729046,0.035243532811729046,0.11016757752322355,0.11016757752322355,-0.496331549021672,-0.496331549021672,-2,-2,-1.5471369528576238,-1.5471369528576238,24,24
2019,BC,BC.A.2019,BC.A.L4.2019,0.4039559640364466,0.4039559640364466,0.012260912211868563,0.012260912211868563,0,0,0,0,-0.38796581276019854,-0.38796581276019854,-1.730953130287446,-1.730953130287446,-2,-2,-2,-2,24,23
2019,BC,BC.A.2019,BC.A.L5.2019,0.2369526697986968,0.22473071917537732,0,0,0.12075706660751497,0.10853511598419548,0.012221950623319483,0.012221950623319483,-0.6774755650383709,-0.6920457741400945,-2,-2,-0.9695897852405936,-0.9970818155555997,-1.7314438322977312,-1.7314438322977312,24,23
2019,BC,BC.A.2019,BC.A.L6.2019,0.19940179461615157,0.19940179461615157,0,0,0,0,0.09970089730807578,0.09970089730807578,-0.6790196006488098,-0.6790196006488098,-2,-2,-2,-2,-0.9597898200610947,-0.9597898200610947,24,23
2019,BC,BC.A.2019,BC.A.U1.2019,0.3240788408465519,0.31194880688245674,0.0363901018922853,0.024260067928190198,0,0,0,0,-0.556073332452849,-0.5664590706125512,-1.5410367544036916,-1.6163473371584638,-2,-2,-2,-2,24,23
2019,BC,BC.A.2019,BC.A.U2.2019,2.371156175516743,2.3123347529923546,0,0,0.12478184138892146,0.11364598392789696,0,0,0.10347368845638175,0.07168158652192697,-2,-2,-0.914781027001504,-0.9891332316228423,-2,-2,24,23
2019,BC,BC.A.2019,BC.A.U3.2019,0.8770768466998801,0.6665460376986032,0.061581771795548516,0.061581771795548516,0.011870305875414254,0.011870305875414254,0,0,-0.06907364457510266,-0.17092693505509265,-1.4378073282146435,-1.4378073282146435,-1.6644749331170532,-1.6644749331170532,-2,-2,24,23
2019,BC,BC.B.2019,BC.B.L4.2019,0.8319345506154643,0.8319345506154643,0,0,0,0,0,0,-0.17393344735156302,-0.17393344735156302,-2,-2,-2,-2,-2,-2,23,22
2019,BC,BC.B.2019,BC.B.L5.2019,2.3610602320891463,2.2618257551966034,0.04571810223637367,0.04571810223637367,0,0,0,0,0.33513608541641715,0.32183945486403653,-1.3378973657231308,-1.3378973657231308,-2,-2,-2,-2,23,22
2019,BC,BC.B.2019,BC.B.L6.2019,5.453099724390331,4.992812279906222,0.23532949345065235,0.23532949345065235,0,0,0,0,0.698960048401182,0.6693062834999914,-0.6376723612274932,-0.6376723612274932,-2,-2,-2,-2,23,22
2019,BC,BC.B.2019,BC.B.U1.2019,0.05941222199480321,0.05941222199480321,0,0,0,0,0,0,-1.25065576817011,-1.25065576817011,-2,-2,-2,-2,-2,-2,23,22
2019,BC,BC.B.2019,BC.B.U2.2019,2.723181652046784,2.6841952972709553,0,0,0.032514010721247565,0.032514010721247565,0,0,0.25097564829547,0.24742324684665318,-2,-2,-1.376560005383016,-1.376560005383016,-2,-2,23,22
2019,BC,BC.B.2019,BC.B.U3.2019,0.3667365283904824,0.3667365283904824,0.010559662090813094,0.010559662090813094,0,0,0.010559662090813094,0.010559662090813094,-0.5193293060395703,-0.5193293060395703,-1.7534849215766741,-1.7534849215766741,-2,-2,-1.7534849215766741,-1.7534849215766741,23,22
2019,BC,BC.C.2019,BC.C.L4.2019,0.774427196503094,0.774427196503094,0.0494741888989938,0.0494741888989938,0.011081560283687942,0.011081560283687942,0,0,-0.11977054600028088,-0.11977054600028088,-1.277097933105884,-1.277097933105884,-1.746320910629633,-1.746320910629633,-2,-2,25,24
2019,BC,BC.C.2019,BC.C.L5.2019,0.49494420217559215,0.47053013967559215,0,0,0.025746652935118432,0.025746652935118432,0,0,-0.35103989902711197,-0.3658126933147867,-2,-2,-1.6055860793631125,-1.6055860793631125,-2,-2,25,24
2019,BC,BC.C.2019,BC.C.L6.2019,2.268666211005018,1.9984262309573155,0.06404782237403928,0.04269854824935952,0.24186636064725,0.24186636064725,0,0,0.3368719175958868,0.283302056304601,-1.4299100089789785,-1.5102324216299956,-0.6102559156077709,-0.6102559156077709,-2,-2,25,24
2019,BC,BC.C.2019,BC.C.U1.2019,0.9663293061232698,0.9663293061232698,0.12594458438287154,0.12594458438287154,0.6407839233372048,0.6407839233372048,0,0,-0.1275729382686876,-0.1275729382686876,-1.2909412313955202,-1.2909412313955202,-0.4725590192978802,-0.4725590192978802,-2,-2,25,24
2019,BC,BC.C.2019,BC.C.U2.2019,0.6100017410108343,0.6100017410108343,0.028425241614553717,0.028425241614553717,0.26236300808358654,0.26236300808358654,0,0,-0.20774029602132615,-0.20774029602132615,-1.5874477245452292,-1.5874477245452292,-0.5684595772834676,-0.5684595772834676,-2,-2,25,24
2019,BC,BC.C.2019,BC.C.U3.2019,1.2216008334647217,1.2019698951058682,0.15704750687082844,0.15704750687082844,0.03926187671770711,0.03926187671770711,0,0,-0.3185410581705648,-0.322175120580299,-1.244663825306391,-1.244663825306391,-1.5264700900648336,-1.5264700900648336,-2,-2,25,24
2019,BC,BC.D.2019,BC.D.L4.2019,0.28430454670009303,0.23446652028593903,0,0,0,0,0,0,-0.5351791091878294,-0.6121586181469545,-2,-2,-2,-2,-2,-2,18,18
2019,BC,BC.D.2019,BC.D.L5.2019,0.26025328076296056,0.26025328076296056,0,0,0,0,0,0,-0.7230881754212571,-0.7230881754212571,-2,-2,-2,-2,-2,-2,18,18
2019,BC,BC.D.2019,BC.D.L6.2019,0.48443802121341406,0.48443802121341406,0.02635740643120717,0.02635740643120717,0,0,0.02508780732563974,0.02508780732563974,-0.46854233683657714,-0.46854233683657714,-1.601314934651525,-1.601314934651525,-2,-2,-1.610289732509884,-1.610289732509884,18,18
