"Year","Region","SiteCode","TidalHeight","Transect","Blade","Meter","GrazingScars"
2019,"AK","C","L",5,17,"m8",1
2019,"AK","C","L",5,18,"m12",1
2019,"AK","C","L",5,19,"m16",0
2019,"AK","C","L",5,20,"m20",1
2019,"AK","C","L",6,16,"m4",1
2019,"AK","C","L",6,17,"m8",0
2019,"AK","C","L",6,18,"m12",0
2019,"AK","C","L",6,19,"m16",0
2019,"AK","C","L",6,20,"m20",1
2019,"AK","D","U",1,16,"m4",1
2019,"AK","D","U",1,17,"m8",1
2019,"AK","D","U",1,18,"m12",1
2019,"AK","D","U",1,19,"m16",0
2019,"AK","D","U",1,20,"m20",1
2019,"AK","D","U",2,16,"m4",1
2019,"AK","D","U",2,17,"m8",1
2019,"AK","D","U",2,18,"m12",1
2019,"AK","D","U",2,19,"m16",1
2019,"AK","D","U",2,20,"m20",0
2019,"AK","D","U",3,16,"m4",1
2019,"AK","D","U",3,17,"m8",1
2019,"AK","D","U",3,18,"m12",1
2019,"AK","D","U",3,19,"m16",1
2019,"AK","D","U",3,20,"m20",1
2019,"AK","D","L",4,16,"m4",1
2019,"AK","D","L",4,17,"m8",0
2019,"AK","D","L",4,18,"m12",1
2019,"AK","D","L",4,19,"m16",1
2019,"AK","D","L",4,20,"m20",1
2019,"AK","D","L",5,16,"m4",1
2019,"AK","D","L",5,17,"m8",0
2019,"AK","D","L",5,18,"m12",0
2019,"AK","D","L",5,19,"m16",0
2019,"AK","D","L",5,20,"m20",0
2019,"AK","D","L",6,16,"m4",0
2019,"AK","D","L",6,17,"m8",0
2019,"AK","D","L",6,18,"m12",0
2019,"AK","D","L",6,19,"m16",0
2019,"AK","D","L",6,20,"m20",0
2019,"AK","E","U",1,16,"m4",0
2019,"AK","E","U",1,17,"m8",0
2019,"AK","E","U",1,18,"m12",0
2019,"AK","E","U",1,19,"m16",0
2019,"AK","E","U",1,20,"m20",0
2019,"AK","E","U",2,16,"m4",0
2019,"AK","E","U",2,17,"m8",0
2019,"AK","E","U",2,18,"m12",0
2019,"AK","E","U",2,19,"m16",1
2019,"AK","E","U",2,20,"m20",0
2019,"AK","E","U",3,16,"m4",0
2019,"AK","E","U",3,17,"m8",1
2019,"AK","E","U",3,18,"m12",0
2019,"AK","E","U",3,19,"m16",1
2019,"AK","E","U",3,20,"m20",0
2019,"AK","E","L",4,16,"m4",1
2019,"AK","E","L",4,17,"m8",1
2019,"AK","E","L",4,18,"m12",1
2019,"AK","E","L",4,19,"m16",0
2019,"AK","E","L",4,20,"m20",1
2019,"AK","E","L",5,16,"m4",0
2019,"AK","E","L",5,17,"m8",0
2019,"AK","E","L",5,18,"m12",0
2019,"AK","E","L",5,19,"m16",1
2019,"AK","E","L",5,20,"m20",0
2019,"AK","E","L",6,16,"m4",0
2019,"AK","E","L",6,17,"m8",0
2019,"AK","E","L",6,18,"m12",0
2019,"AK","E","L",6,19,"m16",0
2019,"AK","E","L",6,20,"m20",0
2019,"AK","F","U",1,16,"m4",0
2019,"AK","F","U",1,17,"m8",0
2019,"AK","F","U",1,18,"m12",0
2019,"AK","F","U",1,19,"m16",0
2019,"AK","F","U",1,20,"m20",0
2019,"AK","F","U",2,16,"m4",1
2019,"AK","F","U",2,17,"m8",1
2019,"AK","F","U",2,18,"m12",0
2019,"AK","F","U",2,19,"m16",1
2019,"AK","F","U",2,20,"m20",1
2019,"AK","F","U",3,16,"m4",1
2019,"AK","F","U",3,17,"m8",1
2019,"AK","F","U",3,18,"m12",1
2019,"AK","F","U",3,19,"m16",0
2019,"AK","F","U",3,20,"m20",1
2019,"AK","F","L",4,16,"m4",0
2019,"AK","F","L",4,17,"m8",0
2019,"AK","F","L",4,18,"m12",0
2019,"AK","F","L",4,19,"m16",0
2019,"AK","F","L",4,20,"m20",0
2019,"AK","F","L",5,16,"m4",0
2019,"AK","F","L",5,17,"m8",0
2019,"AK","F","L",5,18,"m12",1
2019,"AK","F","L",5,19,"m16",0
2019,"AK","F","L",5,20,"m20",0
2019,"AK","F","L",6,16,"m4",1
2019,"AK","F","L",6,17,"m8",1
2019,"AK","F","L",6,18,"m12",0
2019,"AK","F","L",6,19,"m16",0
2019,"AK","F","L",6,20,"m20",1
2019,"BC","A","U",1,16,"m4",0
2019,"BC","A","U",1,17,"m8",1
2019,"BC","A","U",1,18,"m12",0
2019,"BC","A","U",1,19,"m16",0
2019,"BC","A","U",1,20,"m20",0
2019,"BC","A","U",2,16,"m4",0
2019,"BC","A","U",2,17,"m8",0
2019,"BC","A","U",2,18,"m12",0
2019,"BC","A","U",2,19,"m16",0
2019,"BC","A","U",2,20,"m20",0
2019,"BC","A","U",3,16,"m4",0
2019,"BC","A","U",3,17,"m8",1
2019,"BC","A","U",3,18,"m12",0
2019,"BC","A","U",3,19,"m16",0
2019,"BC","A","U",3,20,"m20",0
2019,"BC","A","L",4,16,"m4",0
2019,"BC","A","L",4,17,"m8",0
2019,"BC","A","L",4,18,"m12",0
2019,"BC","A","L",4,19,"m16",0
2019,"BC","A","L",4,20,"m20",0
2019,"BC","A","L",5,16,"m4",0
2019,"BC","A","L",5,17,"m8",0
2019,"BC","A","L",5,18,"m12",0
2019,"BC","A","L",5,19,"m16",0
2019,"BC","A","L",5,20,"m20",0
2019,"BC","A","L",6,16,"m4",0
2019,"BC","A","L",6,17,"m8",0
2019,"BC","A","L",6,18,"m12",0
2019,"BC","A","L",6,19,"m16",0
2019,"BC","A","L",6,20,"m20",0
2019,"BC","B","U",1,16,"m4",0
2019,"BC","B","U",1,17,"m8",0
2019,"BC","B","U",1,18,"m12",0
2019,"BC","B","U",1,19,"m16",0
2019,"BC","B","U",1,20,"m20",0
2019,"BC","B","U",2,16,"m4",0
2019,"BC","B","U",2,17,"m8",0
2019,"BC","B","U",2,18,"m12",0
2019,"BC","B","U",2,19,"m16",0
2019,"BC","B","U",2,20,"m20",0
2019,"BC","B","U",3,16,"m4",0
2019,"BC","B","U",3,17,"m8",1
2019,"BC","B","U",3,18,"m12",0
2019,"BC","B","U",3,19,"m16",0
2019,"BC","B","U",3,20,"m20",0
2019,"BC","B","L",4,16,"m4",0
2019,"BC","B","L",4,17,"m8",0
2019,"BC","B","L",4,18,"m12",1
2019,"BC","B","L",4,19,"m16",0
2019,"BC","B","L",4,20,"m20",0
2019,"BC","B","L",5,16,"m4",0
2019,"BC","B","L",5,17,"m8",0
2019,"BC","B","L",5,18,"m12",0
2019,"BC","B","L",5,19,"m16",0
2019,"BC","B","L",5,20,"m20",1
2019,"BC","B","L",6,16,"m4",0
2019,"BC","B","L",6,17,"m8",0
2019,"BC","B","L",6,18,"m12",0
2019,"BC","B","L",6,19,"m16",0
2019,"BC","B","L",6,20,"m20",1
2019,"BC","C","U",1,16,"m4",0
2019,"BC","C","U",1,17,"m8",0
2019,"BC","C","U",1,18,"m12",0
2019,"BC","C","U",1,19,"m16",0
2019,"BC","C","U",1,20,"m20",0
2019,"BC","C","U",2,16,"m4",0
2019,"BC","C","U",2,17,"m8",0
2019,"BC","C","U",2,18,"m12",0
2019,"BC","C","U",2,19,"m16",0
2019,"BC","C","U",2,20,"m20",0
2019,"BC","C","U",3,16,"m4",0
2019,"BC","C","U",3,17,"m8",1
2019,"BC","C","U",3,18,"m12",0
2019,"BC","C","U",3,19,"m16",0
2019,"BC","C","U",3,20,"m20",0
2019,"BC","C","L",4,16,"m4",1
2019,"BC","C","L",4,17,"m8",0
2019,"BC","C","L",4,18,"m12",1
2019,"BC","C","L",4,19,"m16",1
2019,"BC","C","L",4,20,"m20",0
2019,"BC","C","L",5,16,"m4",0
2019,"BC","C","L",5,17,"m8",1
2019,"BC","C","L",5,18,"m12",1
2019,"BC","C","L",5,19,"m16",0
2019,"BC","C","L",5,20,"m20",0
2019,"BC","C","L",6,16,"m4",1
2019,"BC","C","L",6,17,"m8",0
2019,"BC","C","L",6,18,"m12",1
2019,"BC","C","L",6,19,"m16",0
2019,"BC","C","L",6,20,"m20",1
2019,"BC","D","U",1,16,"m4",0
2019,"BC","D","U",1,17,"m8",0
2019,"BC","D","U",1,18,"m12",1
2019,"BC","D","U",1,19,"m16",1
2019,"BC","D","U",1,20,"m20",0
2019,"BC","D","U",2,16,"m4",0
2019,"BC","D","U",2,17,"m8",0
2019,"BC","D","U",2,18,"m12",1
2019,"BC","D","U",2,19,"m16",0
2019,"BC","D","U",2,20,"m20",0
2019,"BC","D","U",3,16,"m4",0
2019,"BC","D","U",3,17,"m8",1
2019,"BC","D","U",3,18,"m12",0
2019,"BC","D","U",3,19,"m16",0
2019,"BC","D","U",3,20,"m20",0
2019,"BC","D","L",4,16,"m4",0
2019,"BC","D","L",4,17,"m8",0
2019,"BC","D","L",4,18,"m12",0
2019,"BC","D","L",4,19,"m16",0
2019,"BC","D","L",4,20,"m20",0
2019,"BC","D","L",5,16,"m4",0
2019,"BC","D","L",5,17,"m8",0
2019,"BC","D","L",5,18,"m12",1
2019,"BC","D","L",5,19,"m16",0
2019,"BC","D","L",5,20,"m20",0
2019,"BC","D","L",6,16,"m4",1
2019,"BC","D","L",6,17,"m8",0
2019,"BC","D","L",6,18,"m12",0
2019,"BC","D","L",6,19,"m16",1
2019,"BC","D","L",6,20,"m20",0
2019,"BC","E","U",1,16,"m4",0
2019,"BC","E","U",1,17,"m8",0
2019,"BC","E","U",1,18,"m12",0
2019,"BC","E","U",1,19,"m16",0
2019,"BC","E","U",1,20,"m20",0
2019,"BC","E","U",2,16,"m4",0
2019,"BC","E","U",2,17,"m8",0
2019,"BC","E","U",2,18,"m12",0
2019,"BC","E","U",2,19,"m16",0
2019,"BC","E","U",2,20,"m20",0
2019,"BC","E","U",3,16,"m4",0
2019,"BC","E","U",3,17,"m8",0
2019,"BC","E","U",3,18,"m12",0
2019,"BC","E","U",3,19,"m16",0
2019,"BC","E","U",3,20,"m20",0
2019,"BC","E","L",4,16,"m4",0
2019,"BC","E","L",4,17,"m8",0
2019,"BC","E","L",4,18,"m12",0
2019,"BC","E","L",4,19,"m16",0
2019,"BC","E","L",4,20,"m20",0
2019,"BC","E","L",5,16,"m4",0
2019,"BC","E","L",5,17,"m8",0
2019,"BC","E","L",5,18,"m12",0
2019,"BC","E","L",5,19,"m16",1
2019,"BC","E","L",5,20,"m20",0
2019,"BC","E","L",6,16,"m4",0
2019,"BC","E","L",6,17,"m8",0
2019,"BC","E","L",6,18,"m12",0
2019,"BC","E","L",6,19,"m16",0
2019,"BC","E","L",6,20,"m20",0
2019,"OR","A","U",1,16,"m4",0
2019,"OR","A","U",1,17,"m8",0
2019,"OR","A","U",1,18,"m12",0
2019,"OR","A","U",1,19,"m16",0
2019,"OR","A","U",1,20,"m20",1
2019,"OR","A","U",2,16,"m4",1
2019,"OR","A","U",2,17,"m8",0
2019,"OR","A","U",2,18,"m12",0
2019,"OR","A","U",2,19,"m16",1
2019,"OR","A","U",2,20,"m20",0
2019,"OR","A","U",3,16,"m4",0
2019,"OR","A","U",3,17,"m8",1
2019,"OR","A","U",3,18,"m12",1
2019,"OR","A","U",3,19,"m16",0
2019,"OR","A","U",3,20,"m20",0
2019,"OR","A","L",4,16,"m4",0
2019,"OR","A","L",4,17,"m8",0
2019,"OR","A","L",4,18,"m12",0
2019,"OR","A","L",4,19,"m16",0
2019,"OR","A","L",4,20,"m20",0
2019,"OR","A","L",5,16,"m4",0
2019,"OR","A","L",5,17,"m8",0
2019,"OR","A","L",5,18,"m12",0
2019,"OR","A","L",5,19,"m16",0
2019,"OR","A","L",5,20,"m20",0
2019,"OR","A","L",6,16,"m4",0
2019,"OR","A","L",6,17,"m8",0
2019,"OR","A","L",6,18,"m12",0
2019,"OR","A","L",6,19,"m16",0
2019,"OR","A","L",6,20,"m20",0
2019,"OR","B","U",1,16,"m4",0
2019,"OR","B","U",1,17,"m8",0
2019,"OR","B","U",1,18,"m12",0
2019,"OR","B","U",1,19,"m16",0
2019,"OR","B","U",1,20,"m20",0
2019,"OR","B","U",2,16,"m4",0
2019,"OR","B","U",2,17,"m8",0
2019,"OR","B","U",2,18,"m12",0
2019,"OR","B","U",2,19,"m16",0
2019,"OR","B","U",2,20,"m20",0
2019,"OR","B","U",3,16,"m4",0
2019,"OR","B","U",3,17,"m8",1
2019,"OR","B","U",3,18,"m12",0
2019,"OR","B","U",3,19,"m16",0
2019,"OR","B","U",3,20,"m20",1
2019,"OR","B","L",4,16,"m4",0
2019,"OR","B","L",4,17,"m8",0
2019,"OR","B","L",4,18,"m12",0
2019,"OR","B","L",4,19,"m16",0
2019,"OR","B","L",4,20,"m20",0
2019,"OR","B","L",5,16,"m4",0
2019,"OR","B","L",5,17,"m8",1
2019,"OR","B","L",5,18,"m12",0
2019,"OR","B","L",5,19,"m16",0
2019,"OR","B","L",5,20,"m20",0
2019,"OR","B","L",6,16,"m4",0
2019,"OR","B","L",6,17,"m8",0
2019,"OR","B","L",6,18,"m12",0
2019,"OR","B","L",6,19,"m16",0
2019,"OR","B","L",6,20,"m20",0
2019,"OR","C","U",1,16,"m4",0
2019,"OR","C","U",1,17,"m8",1
2019,"OR","C","U",1,18,"m12",0
2019,"OR","C","U",1,19,"m16",0
2019,"OR","C","U",1,20,"m20",0
2019,"OR","C","U",2,16,"m4",0
2019,"OR","C","U",2,17,"m8",0
2019,"OR","C","U",2,18,"m12",0
2019,"OR","C","U",2,19,"m16",0
2019,"OR","C","U",2,20,"m20",0
2019,"OR","C","U",3,16,"m4",0
2019,"OR","C","U",3,17,"m8",0
2019,"OR","C","U",3,18,"m12",0
2019,"OR","C","U",3,19,"m16",0
2019,"OR","C","U",3,20,"m20",0
2019,"OR","C","L",4,16,"m4",0
2019,"OR","C","L",4,17,"m8",0
2019,"OR","C","L",4,18,"m12",0
2019,"OR","C","L",4,19,"m16",1
2019,"OR","C","L",4,20,"m20",0
2019,"OR","C","L",5,16,"m4",0
2019,"OR","C","L",5,17,"m8",0
2019,"OR","C","L",5,18,"m12",0
2019,"OR","C","L",5,19,"m16",0
2019,"OR","C","L",5,20,"m20",0
2019,"OR","C","L",6,16,"m4",0
2019,"OR","C","L",6,17,"m8",0
2019,"OR","C","L",6,18,"m12",0
2019,"OR","C","L",6,19,"m16",0
2019,"OR","C","L",6,20,"m20",0
2019,"OR","D","U",1,16,"m4",0
2019,"OR","D","U",1,17,"m8",0
2019,"OR","D","U",1,18,"m12",0
2019,"OR","D","U",1,19,"m16",0
2019,"OR","D","U",1,20,"m20",0
2019,"OR","D","U",2,16,"m4",0
2019,"OR","D","U",2,17,"m8",0
2019,"OR","D","U",2,18,"m12",0
2019,"OR","D","U",2,19,"m16",0
2019,"OR","D","U",2,20,"m20",0
2019,"OR","D","U",3,16,"m4",0
2019,"OR","D","U",3,17,"m8",0
2019,"OR","D","U",3,18,"m12",0
2019,"OR","D","U",3,19,"m16",0
2019,"OR","D","U",3,20,"m20",0
2019,"OR","D","L",4,16,"m4",0
2019,"OR","D","L",4,17,"m8",0
2019,"OR","D","L",4,18,"m12",0
2019,"OR","D","L",4,19,"m16",0
2019,"OR","D","L",4,20,"m20",0
2019,"OR","D","L",5,16,"m4",1
2019,"OR","D","L",5,17,"m8",1
2019,"OR","D","L",5,18,"m12",0
2019,"OR","D","L",5,19,"m16",0
2019,"OR","D","L",5,20,"m20",1
2019,"OR","D","L",6,16,"m4",0
2019,"OR","D","L",6,17,"m8",0
2019,"OR","D","L",6,18,"m12",0
2019,"OR","D","L",6,19,"m16",0
2019,"OR","D","L",6,20,"m20",1
2019,"OR","E","U",1,16,"m4",0
2019,"OR","E","U",1,17,"m8",0
2019,"OR","E","U",1,18,"m12",0
2019,"OR","E","U",1,19,"m16",0
2019,"OR","E","U",1,20,"m20",0
2019,"OR","E","U",2,16,"m4",1
2019,"OR","E","U",2,17,"m8",0
2019,"OR","E","U",2,18,"m12",0
2019,"OR","E","U",2,19,"m16",0
2019,"OR","E","U",2,20,"m20",0
2019,"OR","E","U",3,16,"m4",0
2019,"OR","E","U",3,17,"m8",1
2019,"OR","E","U",3,18,"m12",0
2019,"OR","E","U",3,19,"m16",0
2019,"OR","E","U",3,20,"m20",0
2019,"OR","E","L",4,16,"m4",0
2019,"OR","E","L",4,17,"m8",1
2019,"OR","E","L",4,18,"m12",0
2019,"OR","E","L",4,19,"m16",0
2019,"OR","E","L",4,20,"m20",0
2019,"OR","E","L",5,16,"m4",0
2019,"OR","E","L",5,17,"m8",0
2019,"OR","E","L",5,18,"m12",0
2019,"OR","E","L",5,19,"m16",0
2019,"OR","E","L",5,20,"m20",0
2019,"OR","E","L",6,16,"m4",0
2019,"OR","E","L",6,17,"m8",0
2019,"OR","E","L",6,18,"m12",0
2019,"OR","E","L",6,19,"m16",0
2019,"OR","E","L",6,20,"m20",0
2019,"BB","A","U",1,16,"m4",0
2019,"BB","A","U",1,17,"m8",0
2019,"BB","A","U",1,18,"m12",0
2019,"BB","A","U",1,19,"m16",0
2019,"BB","A","U",1,20,"m20",0
2019,"BB","A","U",2,16,"m4",1
2019,"BB","A","U",2,17,"m8",0
2019,"BB","A","U",2,18,"m12",0
2019,"BB","A","U",2,19,"m16",0
2019,"BB","A","U",2,20,"m20",1
2019,"BB","A","U",3,16,"m4",1
2019,"BB","A","U",3,17,"m8",0
2019,"BB","A","U",3,18,"m12",1
2019,"BB","A","U",3,19,"m16",0
2019,"BB","A","U",3,20,"m20",0
2019,"BB","A","L",4,16,"m4",0
2019,"BB","A","L",4,17,"m8",0
2019,"BB","A","L",4,18,"m12",0
2019,"BB","A","L",4,19,"m16",0
2019,"BB","A","L",4,20,"m20",0
2019,"BB","A","L",5,16,"m4",0
2019,"BB","A","L",5,17,"m8",0
2019,"BB","A","L",5,18,"m12",0
2019,"BB","A","L",5,19,"m16",1
2019,"BB","A","L",5,20,"m20",NA
2019,"BB","A","L",6,16,"m4",1
2019,"BB","A","L",6,17,"m8",1
2019,"BB","A","L",6,18,"m12",1
2019,"BB","A","L",6,19,"m16",1
2019,"BB","A","L",6,20,"m20",1
2019,"BB","B","U",1,16,"m4",NA
2019,"BB","B","U",1,17,"m8",NA
2019,"BB","B","U",1,18,"m12",NA
2019,"BB","B","U",1,19,"m16",NA
2019,"BB","B","U",1,20,"m20",NA
2019,"BB","B","U",2,16,"m4",NA
2019,"BB","B","U",2,17,"m8",NA
2019,"BB","B","U",2,18,"m12",NA
2019,"BB","B","U",2,19,"m16",NA
2019,"BB","B","U",2,20,"m20",NA
2019,"BB","B","U",3,16,"m4",NA
2019,"BB","B","U",3,17,"m8",NA
2019,"BB","B","U",3,18,"m12",NA
2019,"BB","B","U",3,19,"m16",NA
2019,"BB","B","U",3,20,"m20",NA
2019,"BB","B","L",4,16,"m4",NA
2019,"BB","B","L",4,17,"m8",NA
2019,"BB","B","L",4,18,"m12",NA
2019,"BB","B","L",4,19,"m16",NA
2019,"BB","B","L",4,20,"m20",NA
2019,"BB","B","L",5,16,"m4",NA
2019,"BB","B","L",5,17,"m8",NA
2019,"BB","B","L",5,18,"m12",NA
2019,"BB","B","L",5,19,"m16",NA
2019,"BB","B","L",5,20,"m20",NA
2019,"BB","B","L",6,16,"m4",NA
2019,"BB","B","L",6,17,"m8",NA
2019,"BB","B","L",6,18,"m12",NA
2019,"BB","B","L",6,19,"m16",NA
2019,"BB","B","L",6,20,"m20",NA
2019,"BB","C","U",1,16,"m4",0
2019,"BB","C","U",1,17,"m8",0
2019,"BB","C","U",1,18,"m12",0
2019,"BB","C","U",1,19,"m16",0
2019,"BB","C","U",1,20,"m20",0
2019,"BB","C","U",2,16,"m4",0
2019,"BB","C","U",2,17,"m8",0
2019,"BB","C","U",2,18,"m12",0
2019,"BB","C","U",2,19,"m16",1
2019,"BB","C","U",2,20,"m20",1
2019,"BB","C","U",3,16,"m4",0
2019,"BB","C","U",3,17,"m8",0
2019,"BB","C","U",3,18,"m12",1
2019,"BB","C","U",3,19,"m16",1
2019,"BB","C","U",3,20,"m20",1
2019,"BB","C","L",4,16,"m4",0
2019,"BB","C","L",4,17,"m8",0
2019,"BB","C","L",4,18,"m12",1
2019,"BB","C","L",4,19,"m16",0
2019,"BB","C","L",4,20,"m20",0
2019,"BB","C","L",5,16,"m4",0
2019,"BB","C","L",5,17,"m8",0
2019,"BB","C","L",5,18,"m12",0
2019,"BB","C","L",5,19,"m16",0
2019,"BB","C","L",5,20,"m20",1
2019,"BB","C","L",6,16,"m4",0
2019,"BB","C","L",6,17,"m8",0
2019,"BB","C","L",6,18,"m12",0
2019,"BB","C","L",6,19,"m16",0
2019,"BB","C","L",6,20,"m20",0
2019,"BB","D","U",1,16,"m4",0
2019,"BB","D","U",1,17,"m8",1
2019,"BB","D","U",1,18,"m12",1
2019,"BB","D","U",1,19,"m16",1
2019,"BB","D","U",1,20,"m20",0
2019,"BB","D","U",2,16,"m4",1
2019,"BB","D","U",2,17,"m8",0
2019,"BB","D","U",2,18,"m12",1
2019,"BB","D","U",2,19,"m16",0
2019,"BB","D","U",2,20,"m20",1
2019,"BB","D","U",3,16,"m4",0
2019,"BB","D","U",3,17,"m8",1
2019,"BB","D","U",3,18,"m12",1
2019,"BB","D","U",3,19,"m16",0
2019,"BB","D","U",3,20,"m20",0
2019,"BB","D","L",4,16,"m4",1
2019,"BB","D","L",4,17,"m8",1
2019,"BB","D","L",4,18,"m12",1
2019,"BB","D","L",4,19,"m16",1
2019,"BB","D","L",4,20,"m20",0
2019,"BB","D","L",5,16,"m4",1
2019,"BB","D","L",5,17,"m8",0
2019,"BB","D","L",5,18,"m12",1
2019,"BB","D","L",5,19,"m16",0
2019,"BB","D","L",5,20,"m20",1
2019,"BB","D","L",6,16,"m4",0
2019,"BB","D","L",6,17,"m8",1
2019,"BB","D","L",6,18,"m12",1
2019,"BB","D","L",6,19,"m16",1
2019,"BB","D","L",6,20,"m20",1
2019,"BB","E","U",1,16,"m4",0
2019,"BB","E","U",1,17,"m8",0
2019,"BB","E","U",1,18,"m12",0
2019,"BB","E","U",1,19,"m16",0
2019,"BB","E","U",1,20,"m20",0
2019,"BB","E","U",2,16,"m4",0
2019,"BB","E","U",2,17,"m8",1
2019,"BB","E","U",2,18,"m12",1
2019,"BB","E","U",2,19,"m16",0
2019,"BB","E","U",2,20,"m20",1
2019,"BB","E","U",3,16,"m4",0
2019,"BB","E","U",3,17,"m8",0
2019,"BB","E","U",3,18,"m12",0
2019,"BB","E","U",3,19,"m16",1
2019,"BB","E","U",3,20,"m20",0
2019,"BB","E","L",4,16,"m4",0
2019,"BB","E","L",4,17,"m8",0
2019,"BB","E","L",4,18,"m12",0
2019,"BB","E","L",4,19,"m16",1
2019,"BB","E","L",4,20,"m20",0
2019,"BB","E","L",5,16,"m4",0
2019,"BB","E","L",5,17,"m8",0
2019,"BB","E","L",5,18,"m12",0
2019,"BB","E","L",5,19,"m16",0
2019,"BB","E","L",5,20,"m20",0
2019,"BB","E","L",6,16,"m4",0
2019,"BB","E","L",6,17,"m8",0
2019,"BB","E","L",6,18,"m12",0
2019,"BB","E","L",6,19,"m16",1
2019,"BB","E","L",6,20,"m20",0
2019,"BB","F","U",1,16,"m4",1
2019,"BB","F","U",1,17,"m8",1
2019,"BB","F","U",1,18,"m12",0
2019,"BB","F","U",1,19,"m16",0
2019,"BB","F","U",1,20,"m20",0
2019,"BB","F","U",2,16,"m4",0
2019,"BB","F","U",2,17,"m8",1
2019,"BB","F","U",2,18,"m12",0
2019,"BB","F","U",2,19,"m16",0
2019,"BB","F","U",2,20,"m20",0
2019,"BB","F","U",3,16,"m4",1
2019,"BB","F","U",3,17,"m8",0
2019,"BB","F","U",3,18,"m12",0
2019,"BB","F","U",3,19,"m16",1
2019,"BB","F","U",3,20,"m20",0
2019,"BB","F","L",4,16,"m4",0
2019,"BB","F","L",4,17,"m8",0
2019,"BB","F","L",4,18,"m12",0
2019,"BB","F","L",4,19,"m16",0
2019,"BB","F","L",4,20,"m20",0
2019,"BB","F","L",5,16,"m4",0
2019,"BB","F","L",5,17,"m8",0
2019,"BB","F","L",5,18,"m12",0
2019,"BB","F","L",5,19,"m16",0
2019,"BB","F","L",5,20,"m20",0
2019,"BB","F","L",6,16,"m4",1
2019,"BB","F","L",6,17,"m8",0
2019,"BB","F","L",6,18,"m12",0
2019,"BB","F","L",6,19,"m16",1
2019,"BB","F","L",6,20,"m20",1
2019,"WA","A","U",1,1,NA,0
